tx_id,timestamp,channel,amount_inr,sender_account_id,sender_name,sender_pan,sender_dob,sender_bank,sender_ifsc,sender_vpa,receiver_account_id,receiver_name,receiver_pan,receiver_dob,receiver_bank,receiver_vpa,receiver_state,receiver_city,tx_location_city,tx_location_state,tx_location_country,tx_location_lat,tx_location_lon,device_id,purpose_code,is_cross_border,fx_usd_inr,usd_equiv,beneficiary_id,tx_status
TX20260602000638,2026-06-02T14:40:00,UPI,81282,ACC38162,Priya Bose,FDUQX1419M,1985-05-23,UTIB,ICIC0772,acc38162@okyesb,EXT68294,Anjali Joshi,,,AXIS,,,NewYork,NewYork,,US,40.7128,-74.006,DEV-X,P0099,0,,,,SUCCESS
TX20260603001281,2026-06-03T13:36:00,NEFT,13187,ACC41303,Suresh Pillai,DTZLF8157Y,1997-07-01,UTIB,UTIB0948,acc41303@okyesb,EXT80732,Sachin Nair,,,INDB,sachin@okindb,RJ,Jaipur,Jaipur,RJ,IN,26.9124,75.7873,DEV-ACC41303,P0006,0,,,,SUCCESS
TX20260602000961,2026-06-02T12:22:00,RTGS,33037,ACC04884,Priya Singh,XSSKY5529W,1997-04-18,ICIC,YESB0946,acc04884@okkkbk,EXT17650,Aishwarya Gupta,,,SBIN,aishwarya@okaxis,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC04884,P0014,0,,,,SUCCESS
TX20260602000879,2026-06-02T02:49:00,UPI,14580,ACC04022,Aarav Bose,IFHHK9594R,1957-06-05,AXIS,HDFC0215,acc04022@okyesb,EXT60825,Sachin Bose,,,PUNB,sachin@okhdfc,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC04022,P0008,0,,,,SUCCESS
TX20260603001200,2026-06-03T05:32:00,UPI,20670,ACC31709,Rohan Bose,HHWJO0804R,1999-11-16,SBIN,HDFC0164,acc31709@okaxis,EXT85034,Suresh Iyer,,,AXIS,suresh@okutib,KA,Mangaluru,Mangaluru,KA,IN,12.9141,74.856,DEV-ACC31709,P0006,0,,,,SUCCESS
TX20260601001004,2026-06-01T11:43:00,RTGS,3549,ACC73399,Aditya Reddy,SAWPJ3088E,1975-09-28,PUNB,SBIN0123,acc73399@okutib,EXT80166,Vivaan Khan,,,PUNB,vivaan@okhdfc,RJ,Jodhpur,Jodhpur,RJ,IN,26.2389,73.0243,DEV-ACC73399,P0014,0,,,,SUCCESS
TX20260604001707,2026-06-04T02:56:00,UPI,10263,ACC90481,Neha Sharma,INOLO5786S,1986-04-19,INDB,YESB0252,acc90481@okkkbk,EXT72759,Mohan Das,,,INDB,mohan@okhdfc,RJ,Jaipur,Jaipur,RJ,IN,26.9124,75.7873,DEV-ACC90481,P0013,0,,,,SUCCESS
TX20260303000561,2026-03-03T09:00:00,SWIFT,2196265.09,ACCX573M,Karan Patel,RWJKL5573M,1988-06-24,BANK_A,HDFC0502,,BENE_179,Overseas Beneficiary,,,FOREIGN,,,,Mumbai,MH,IN,19.076,72.8777,DEV-ACCX573M,S0001_business,1,83.4796,26309.0,BENE_179,SUCCESS
TX20260604001071,2026-06-04T06:36:00,UPI,15663,ACC25591,Suresh Das,VJROS1607G,1956-07-17,UTIB,HDFC0626,acc25591@okkkbk,EXT11410,Aishwarya Rao,,,SBIN,aishwarya@okpunb,TN,Coimbatore,Coimbatore,TN,IN,11.0168,76.9558,DEV-ACC25591,P0013,0,,,,SUCCESS
TX20260601001933,2026-06-01T21:29:00,RTGS,15241,ACC22724,Isha Bose,KMVIH7992Y,1977-12-01,YESB,PUNB0206,acc22724@okpunb,EXT56329,Suresh Das,,,PUNB,suresh@oksbin,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC22724,P0014,0,,,,SUCCESS
TX20260601000643,2026-06-01T14:38:00,UPI,56028,ACC73328,Kavya Bose,VOQWF9249P,1992-09-09,INDB,ICIC0923,acc73328@okhdfc,EXT79306,Aditya Rao,,,PUNB,,,Yangon,Yangon,,MM,16.8409,96.1735,DEV-A,P0099,0,,,,SUCCESS
TX20260601001577,2026-06-01T09:30:00,NEFT,7183,ACC45584,Aarav Khan,HVFKN2771X,1972-11-16,INDB,PUNB0123,acc45584@okhdfc,EXT97691,Suresh Das,,,YESB,suresh@okkkbk,HR,Gurugram,Gurugram,HR,IN,28.4595,77.0266,DEV-ACC45584,P0013,0,,,,SUCCESS
TX20260601001061,2026-06-01T19:44:00,UPI,36130,ACC85936,Ramesh Patel,GPYYX1711Z,1968-04-01,UTIB,INDB0578,acc85936@okaxis,EXT33795,Anjali Sharma,,,AXIS,anjali@okkkbk,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC85936,P0013,0,,,,SUCCESS
TX20260602000102,2026-06-02T18:35:00,UPI,2812,ACC83475,Rohan Gupta,NGSPF3928L,1989-07-14,AXIS,AXIS0136,acc83475@okhdfc,EXT16889,Aarav Das,,,PUNB,aarav@okyesb,MH,Nagpur,Nagpur,MH,IN,21.1458,79.0882,DEV-ACC83475,P0099,0,,,,SUCCESS
TX20260604001835,2026-06-04T07:02:00,NEFT,35086,ACC81485,Anjali Das,QAYZG7178F,1990-11-26,KKBK,KKBK0325,acc81485@okutib,EXT33511,Kavya Singh,,,UTIB,kavya@oksbin,KL,Kochi,Kochi,KL,IN,9.9312,76.2673,DEV-ACC81485,P0014,0,,,,SUCCESS
TX20260603001387,2026-06-03T00:38:00,UPI,30907,ACC64651,Neha Verma,AVLMU2942H,1982-05-21,PUNB,SBIN0890,acc64651@oksbin,EXT38991,Neha Das,,,UTIB,neha@okindb,GJ,Ahmedabad,Ahmedabad,GJ,IN,23.0225,72.5714,DEV-ACC64651,P0013,0,,,,SUCCESS
TX20260602001249,2026-06-02T14:21:00,UPI,21282,ACC85852,Aditya Sharma,PIOJQ0400X,1960-09-09,AXIS,UTIB0748,acc85852@okpunb,EXT55452,Aarav Das,,,UTIB,aarav@okutib,RJ,Jodhpur,Jodhpur,RJ,IN,26.2389,73.0243,DEV-ACC85852,P0006,0,,,,SUCCESS
TX20260603000192,2026-06-03T02:56:00,UPI,8384,ACC69720,Anjali Bose,PPSDV6509Y,1966-02-23,AXIS,AXIS0750,acc69720@okutib,EXT74657,Isha Iyer,,,AXIS,isha@okhdfc,GJ,Ahmedabad,Ahmedabad,GJ,IN,23.0225,72.5714,DEV-ACC69720,P0099,0,,,,SUCCESS
TX20260603000731,2026-06-03T19:11:00,RTGS,3103,ACC75666,Aishwarya Reddy,CTYDQ9746Y,1989-05-07,KKBK,ICIC0722,acc75666@oksbin,EXT51541,Isha Das,,,ICIC,isha@okhdfc,HR,Gurugram,Gurugram,HR,IN,28.4595,77.0266,DEV-ACC75666,P0006,0,,,,SUCCESS
TX20260603001920,2026-06-03T03:20:00,UPI,18124,ACC19869,Suresh Menon,KNSGV4700R,1957-03-23,ICIC,KKBK0682,acc19869@okhdfc,EXT89203,Aishwarya Iyer,,,SBIN,aishwarya@okkkbk,MH,Pune,Pune,MH,IN,18.5204,73.8567,DEV-ACC19869,P0014,0,,,,SUCCESS
TX20260603000753,2026-06-03T07:58:00,NEFT,8698,ACC65946,Aarav Menon,ZSMDK6758J,1962-12-04,SBIN,UTIB0447,acc65946@oksbin,EXT85766,Aarav Gupta,,,UTIB,aarav@okutib,KA,Mangaluru,Mangaluru,KA,IN,12.9141,74.856,DEV-ACC65946,P0013,0,,,,SUCCESS
TX20260603000712,2026-06-03T02:36:00,RTGS,13636,ACC11799,Sachin Sharma,ETLWF0514F,1970-09-01,YESB,UTIB0365,acc11799@okpunb,EXT67297,Rohan Bose,,,PUNB,rohan@okaxis,HR,Faridabad,Faridabad,HR,IN,28.4089,77.3178,DEV-ACC11799,P0008,0,,,,SUCCESS
TX20260604000974,2026-06-04T00:13:00,UPI,30877,ACC94425,Priya Verma,KCAQT2229Z,2002-03-25,HDFC,INDB0641,acc94425@okyesb,EXT60779,Karan Patel,,,AXIS,karan@oksbin,TN,Coimbatore,Coimbatore,TN,IN,11.0168,76.9558,DEV-ACC94425,P0006,0,,,,SUCCESS
TX20260603000262,2026-06-03T17:00:00,NEFT,346693,ACC85382,Suresh Patel,XIKBG9413F,1956-11-25,PUNB,AXIS0580,acc85382@okutib,EXT43015,Karan Patel,BQELI2603L,1962-05-20,YESB,karan@okaxis,GJ,Ahmedabad,Ahmedabad,GJ,IN,23.0225,72.5714,DEV-ACC85382,P0099,0,,,,SUCCESS
TX20260602001140,2026-06-02T21:57:00,UPI,8325,ACC09769,Neha Iyer,IQYBZ1257B,2002-01-25,SBIN,UTIB0386,acc09769@okaxis,EXT97776,Neha Reddy,,,AXIS,neha@okindb,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC09769,P0006,0,,,,SUCCESS
TX20260603001162,2026-06-03T17:24:00,NEFT,38581,ACC10615,Neha Menon,OPDHX9372K,1967-01-07,SBIN,SBIN0915,acc10615@oksbin,EXT83687,Aditya Bose,,,AXIS,aditya@okyesb,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC10615,P0014,0,,,,SUCCESS
TX20260601001048,2026-06-01T11:56:00,NEFT,27573,ACC76535,Karan Rao,OJIUP1747E,1999-06-14,KKBK,AXIS0723,acc76535@okutib,EXT36618,Priya Gupta,,,INDB,priya@okkkbk,RJ,Jaipur,Jaipur,RJ,IN,26.9124,75.7873,DEV-ACC76535,P0008,0,,,,SUCCESS
TX20260604001529,2026-06-04T05:13:00,UPI,28545,ACC75414,Suresh Joshi,LRWPH3508T,1963-02-09,YESB,ICIC0868,acc75414@okkkbk,EXT52861,Aishwarya Nair,,,UTIB,aishwarya@okaxis,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-ACC75414,P0013,0,,,,SUCCESS
TX20260601000939,2026-06-01T09:44:00,NEFT,12614,ACC55530,Anjali Sharma,NKALA9614S,1992-06-11,HDFC,AXIS0859,acc55530@okicic,EXT49310,Aishwarya Iyer,,,SBIN,aishwarya@oksbin,HR,Gurugram,Gurugram,HR,IN,28.4595,77.0266,DEV-ACC55530,P0099,0,,,,SUCCESS
TX20260604001144,2026-06-04T01:11:00,UPI,35826,ACC57091,Vivaan Pillai,MEOBK9771Z,1997-08-17,INDB,UTIB0841,acc57091@okicic,EXT33481,Anjali Menon,,,KKBK,anjali@okhdfc,KL,Thiruvananthapuram,Thiruvananthapuram,KL,IN,8.5241,76.9366,DEV-ACC57091,P0006,0,,,,SUCCESS
TX20260603001229,2026-06-03T09:07:00,RTGS,5642,ACC77146,Suresh Reddy,ERJVN7587M,1998-11-25,INDB,UTIB0765,acc77146@okyesb,EXT25068,Isha Iyer,,,UTIB,isha@oksbin,RJ,Jodhpur,Jodhpur,RJ,IN,26.2389,73.0243,DEV-ACC77146,P0008,0,,,,SUCCESS
TX20260601001232,2026-06-01T15:01:00,RTGS,11340,ACC69969,Ramesh Rao,WDVVN5465G,1971-10-27,ICIC,SBIN0857,acc69969@okyesb,EXT10948,Sachin Pillai,,,ICIC,sachin@okaxis,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC69969,P0008,0,,,,SUCCESS
TX20260602000582,2026-06-02T09:00:00,SWIFT,515117.54,ACCX569H,Sachin Joshi,JKJPD6569H,1988-04-15,BANK_A,HDFC0506,,BENE_NRI,Overseas Beneficiary,,,FOREIGN,,,,Mumbai,MH,IN,19.076,72.8777,DEV-ACCX569H,P1302,1,83.8739,6141.57,BENE_NRI,SUCCESS
TX20260602001035,2026-06-02T19:23:00,NEFT,35603,ACC13773,Isha Menon,OTOBV0244T,1972-09-18,SBIN,INDB0140,acc13773@okindb,EXT20493,Isha Nair,,,KKBK,isha@okicic,TN,Chennai,Chennai,TN,IN,13.0827,80.2707,DEV-ACC13773,P0006,0,,,,SUCCESS
TX20260601000036,2026-06-01T20:00:00,NEFT,210349,ACC29167,Neha Khan,XERPI7278N,1995-02-11,HDFC,HDFC0862,acc29167@okpunb,EXT44886,Anjali Verma,,,ICIC,anjali@okpunb,TN,Coimbatore,Coimbatore,TN,IN,11.0168,76.9558,DEV-ACC29167,P0099,0,,,,SUCCESS
TX20260602001657,2026-06-02T03:19:00,RTGS,1279,ACC25846,Isha Singh,BGCNB2227H,1974-11-13,UTIB,PUNB0939,acc25846@okindb,EXT20688,Kavya Joshi,,,PUNB,kavya@okkkbk,GJ,Surat,Surat,GJ,IN,21.1702,72.8311,DEV-ACC25846,P0008,0,,,,SUCCESS
TX20260602000474,2026-06-02T05:45:00,UPI,43787,ACC79011,Rohan Iyer,NZYKB4611O,1959-06-02,PUNB,PUNB0753,acc79011@okkkbk,EXT31525,Aarav Singh,,,ICIC,,GJ,Surat,Surat,GJ,IN,21.1702,72.8311,DEV-ACC79011,P0099,0,,,,SUCCESS
TX20260604001844,2026-06-04T06:14:00,UPI,12143,ACC71884,Rohan Pillai,JNBYF9531R,1999-07-26,KKBK,SBIN0220,acc71884@okkkbk,EXT91484,Kavya Verma,,,SBIN,kavya@oksbin,TN,Chennai,Chennai,TN,IN,13.0827,80.2707,DEV-ACC71884,P0013,0,,,,SUCCESS
TX20260602000073,2026-06-02T02:00:00,UPI,11006,ACC75971,Kavya Sharma,ZJNJL3256I,1982-04-01,AXIS,AXIS0837,acc75971@okutib,EXT97730,Rohan Iyer,,,SBIN,rohan@okhdfc,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC75971,P0099,0,,,,SUCCESS
TX20260601000598,2026-06-01T12:00:00,SWIFT,306718.96,ACCX743B,Anjali Patel,ZZAON3743B,1962-01-02,BANK_A,HDFC0125,,BENE_NRI,Overseas Beneficiary,,,FOREIGN,,,,Mumbai,MH,IN,19.076,72.8777,DEV-ACCX743B,P1302,1,84.8198,3616.12,BENE_NRI,SUCCESS
TX20260601001373,2026-06-01T10:44:00,UPI,35801,ACC02138,Aarav Bose,DOPET8397C,1988-12-03,PUNB,HDFC0246,acc02138@okutib,EXT84372,Suresh Nair,,,UTIB,suresh@okyesb,TN,Chennai,Chennai,TN,IN,13.0827,80.2707,DEV-ACC02138,P0014,0,,,,SUCCESS
TX20260602000017,2026-06-02T05:00:00,NEFT,189107,ACC67858,Sachin Nair,SKTDI0594V,1979-06-14,HDFC,HDFC0803,acc67858@okaxis,EXT98524,Ramesh Patel,,,ICIC,ramesh@okicic,GJ,Ahmedabad,Ahmedabad,GJ,IN,23.0225,72.5714,DEV-ACC67858,P0099,0,,,,SUCCESS
TX20260601000657,2026-06-01T14:48:00,UPI,28379,ACC28913,Ramesh Bose,ATTWB5844T,1974-02-25,PUNB,AXIS0689,acc28913@okicic,EXT88258,Priya Verma,,,UTIB,,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-NEW,P0099,0,,,,SUCCESS
TX20260601001601,2026-06-01T17:47:00,RTGS,561,ACC60894,Mohan Iyer,KFFDF5006H,1958-10-17,SBIN,YESB0369,acc60894@okindb,EXT13775,Aishwarya Das,,,KKBK,aishwarya@okpunb,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC60894,P0006,0,,,,SUCCESS
TX20260608000006,2026-06-08T05:00:00,NEFT,204368,ACC15513,Neha Singh,QKHUN7219K,1998-09-21,HDFC,HDFC0376,acc15513@okkkbk,EXT18423,Priya Sharma,,,ICIC,priya@okicic,RJ,Jodhpur,Jodhpur,RJ,IN,26.2389,73.0243,DEV-ACC15513,P0099,0,,,,SUCCESS
TX20260604000009,2026-06-04T22:00:00,NEFT,193976,ACC08645,Aditya Joshi,ALLHS1032S,1997-08-28,HDFC,HDFC0148,acc08645@okkkbk,EXT16916,Suresh Nair,,,ICIC,suresh@okpunb,HR,Faridabad,Faridabad,HR,IN,28.4089,77.3178,DEV-ACC08645,P0099,0,,,,SUCCESS
TX20260604001800,2026-06-04T02:08:00,UPI,9836,ACC57922,Suresh Gupta,PJXMX5960G,1998-11-23,UTIB,PUNB0151,acc57922@okpunb,EXT50252,Karan Pillai,,,KKBK,karan@okyesb,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC57922,P0013,0,,,,SUCCESS
TX20260603001694,2026-06-03T21:55:00,UPI,24825,ACC20820,Ramesh Verma,HSTJE3020L,1978-11-16,YESB,KKBK0689,acc20820@okkkbk,EXT99176,Aditya Das,,,UTIB,aditya@okaxis,MH,Nagpur,Nagpur,MH,IN,21.1458,79.0882,DEV-ACC20820,P0013,0,,,,SUCCESS
TX20260602000099,2026-06-02T18:20:00,UPI,6549,ACC83475,Rohan Gupta,NGSPF3928L,1989-07-14,AXIS,AXIS0117,acc83475@oksbin,EXT51591,Karan Verma,,,YESB,karan@okkkbk,MH,Nagpur,Nagpur,MH,IN,21.1458,79.0882,DEV-ACC83475,P0099,0,,,,SUCCESS
TX20260603001131,2026-06-03T02:32:00,NEFT,35491,ACC46253,Kavya Rao,KIGJC1400V,1997-05-23,AXIS,YESB0104,acc46253@okpunb,EXT82350,Isha Sharma,,,HDFC,isha@okpunb,GJ,Ahmedabad,Ahmedabad,GJ,IN,23.0225,72.5714,DEV-ACC46253,P0013,0,,,,SUCCESS
TX20260603000632,2026-06-03T14:15:00,UPI,66711,ACC92700,Neha Joshi,TFBTX0978L,1999-10-04,SBIN,YESB0948,acc92700@oksbin,EXT69423,Anjali Joshi,,,PUNB,,,NewYork,NewYork,,US,40.7128,-74.006,DEV-X,P0099,0,,,,SUCCESS
TX20260601000782,2026-06-01T13:12:00,NEFT,3125,ACC27595,Vivaan Verma,EDMYI2293Q,1993-09-28,ICIC,PUNB0174,acc27595@okpunb,EXT97060,Neha Sharma,,,SBIN,neha@okicic,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC27595,P0099,0,,,,SUCCESS
TX20260601000230,2026-06-01T09:00:00,RTGS,50737,ACC85419,Neha Iyer,FXCVE9702S,1986-05-25,KKBK,KKBK0233,acc85419@okaxis,EXT19218,Suresh Patel,,,HDFC,,GJ,Surat,Surat,GJ,IN,21.1702,72.8311,DEV-ACC85419,P0013,0,,,,SUCCESS
TX20260602001517,2026-06-02T06:38:00,NEFT,13103,ACC01727,Sachin Bose,OQEQN1119Z,1975-05-16,KKBK,HDFC0907,acc01727@okpunb,EXT77215,Karan Verma,,,AXIS,karan@okicic,MH,Nagpur,Nagpur,MH,IN,21.1458,79.0882,DEV-ACC01727,P0014,0,,,,SUCCESS
TX20260602000475,2026-06-02T16:00:00,UPI,56111,ACC36166,Aishwarya Patel,ZFOQT6479O,1961-01-03,PUNB,PUNB0414,acc36166@okpunb,EXT37246,Karan Joshi,,,KKBK,,KL,Kochi,Kochi,KL,IN,9.9312,76.2673,DEV-ACC36166,P0099,0,,,,SUCCESS
TX20260601001567,2026-06-01T16:28:00,UPI,9776,ACC31553,Kavya Das,MBFZP7144Y,1968-08-10,UTIB,HDFC0677,acc31553@okkkbk,EXT53742,Karan Joshi,,,ICIC,karan@okindb,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC31553,P0014,0,,,,SUCCESS
TX20260602001339,2026-06-02T11:45:00,UPI,11871,ACC15411,Vivaan Pillai,QQHPW8092V,1982-06-08,YESB,KKBK0441,acc15411@oksbin,EXT17636,Ramesh Das,,,SBIN,ramesh@okhdfc,KA,Mysuru,Mysuru,KA,IN,12.2958,76.6394,DEV-ACC15411,P0014,0,,,,SUCCESS
TX20260601000683,2026-06-01T03:52:00,UPI,3286,ACC40498,Sachin Reddy,DSNXE7333P,1959-03-15,PUNB,KKBK0274,acc40498@okindb,EXT13616,Kavya Singh,,,KKBK,,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-A,P0099,0,,,,SUCCESS
TX20260601001295,2026-06-01T14:14:00,RTGS,29358,ACC38897,Anjali Bose,JCIRF5065K,1967-12-17,ICIC,SBIN0723,acc38897@oksbin,EXT75659,Kavya Joshi,,,SBIN,kavya@okpunb,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC38897,P0006,0,,,,SUCCESS
TX20260603001817,2026-06-03T13:26:00,UPI,4693,ACC35033,Ramesh Menon,FWPID9762Z,1979-02-03,YESB,SBIN0102,acc35033@oksbin,EXT60647,Priya Patel,,,ICIC,priya@okutib,KL,Thiruvananthapuram,Thiruvananthapuram,KL,IN,8.5241,76.9366,DEV-ACC35033,P0013,0,,,,SUCCESS
TX20260602001979,2026-06-02T18:59:00,UPI,31558,ACC10560,Karan Menon,VJSPY1807L,1984-06-06,ICIC,ICIC0862,acc10560@okkkbk,EXT55301,Neha Khan,,,ICIC,neha@okyesb,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC10560,P0006,0,,,,SUCCESS
TX20260604001539,2026-06-04T08:25:00,RTGS,8896,ACC41007,Sachin Das,KTUJZ5947P,1969-06-13,INDB,SBIN0663,acc41007@okicic,EXT87305,Isha Reddy,,,YESB,isha@okaxis,HR,Faridabad,Faridabad,HR,IN,28.4089,77.3178,DEV-ACC41007,P0014,0,,,,SUCCESS
TX20260603000852,2026-06-03T08:19:00,NEFT,21253,ACC90423,Suresh Das,QPMKP9753N,1984-09-01,ICIC,AXIS0986,acc90423@okhdfc,EXT57480,Anjali Singh,,,AXIS,anjali@oksbin,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC90423,P0014,0,,,,SUCCESS
TX20260603001002,2026-06-03T15:31:00,RTGS,9347,ACC33020,Ramesh Reddy,WCZDE8884C,1956-04-14,UTIB,KKBK0964,acc33020@okaxis,EXT65249,Mohan Pillai,,,KKBK,mohan@okpunb,GJ,Surat,Surat,GJ,IN,21.1702,72.8311,DEV-ACC33020,P0014,0,,,,SUCCESS
TX20260602000524,2026-06-02T12:00:00,UPI,2118,ACC53293,Rohan Sharma,SYFTX8776E,1976-08-15,HDFC,HDFC0684,acc53293@okaxis,EXT54020,Rohan Singh,,,YESB,,WB,Kolkata,Kolkata,WB,IN,22.5726,88.3639,DEV-ACC53293,P0099,0,,,,SUCCESS
TX20260603001176,2026-06-03T01:05:00,UPI,19432,ACC10001,Aishwarya Reddy,SHQHA2262U,1984-04-08,PUNB,HDFC0609,acc10001@okindb,EXT58389,Aarav Gupta,,,HDFC,aarav@okyesb,TN,Coimbatore,Coimbatore,TN,IN,11.0168,76.9558,DEV-ACC10001,P0099,0,,,,SUCCESS
TX20260303000570,2026-03-03T09:00:00,SWIFT,2639606.36,ACCX140W,Vivaan Patel,DQEYP6140W,1962-03-22,BANK_A,HDFC0101,,BENE_887,Overseas Beneficiary,,,FOREIGN,,,,Mumbai,MH,IN,19.076,72.8777,DEV-ACCX140W,S0001_business,1,83.7651,31512.0,BENE_887,SUCCESS
TX20260601001938,2026-06-01T21:08:00,RTGS,17688,ACC55051,Aarav Patel,QHYCR9927G,1971-01-21,HDFC,YESB0757,acc55051@okyesb,EXT82174,Sachin Pillai,,,YESB,sachin@okicic,MH,Nagpur,Nagpur,MH,IN,21.1458,79.0882,DEV-ACC55051,P0008,0,,,,SUCCESS
TX20260601001099,2026-06-01T13:44:00,RTGS,36156,ACC61501,Mohan Das,JVVXM0600J,2002-03-19,INDB,KKBK0602,acc61501@okicic,EXT12939,Suresh Das,,,UTIB,suresh@okutib,KA,Bengaluru,Bengaluru,KA,IN,12.9716,77.5946,DEV-ACC61501,P0013,0,,,,SUCCESS
TX20260602001159,2026-06-02T03:56:00,UPI,10958,ACC56926,Karan Patel,IWNEO9817M,1980-02-15,SBIN,UTIB0346,acc56926@okyesb,EXT54453,Neha Verma,,,INDB,neha@oksbin,KL,Kochi,Kochi,KL,IN,9.9312,76.2673,DEV-ACC56926,P0013,0,,,,SUCCESS
TX20260603000485,2026-06-03T07:15:00,UPI,31461,ACC88294,Sachin Nair,XZIVR1599M,1959-05-26,PUNB,PUNB0945,acc88294@okyesb,EXT49375,Anjali Nair,,,HDFC,,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC88294,P0099,0,,,,SUCCESS
TX20260602001433,2026-06-02T06:35:00,UPI,5105,ACC76606,Rohan Nair,KNDLO2521H,1974-05-23,SBIN,INDB0678,acc76606@okindb,EXT94036,Aarav Iyer,,,KKBK,aarav@okindb,KL,Kochi,Kochi,KL,IN,9.9312,76.2673,DEV-ACC76606,P0014,0,,,,SUCCESS
TX20260601001935,2026-06-01T12:41:00,RTGS,35613,ACC52402,Anjali Gupta,ISVRI9304L,1991-01-15,AXIS,SBIN0402,acc52402@okhdfc,EXT86599,Isha Nair,,,SBIN,isha@okhdfc,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC52402,P0006,0,,,,SUCCESS
TX20260601000823,2026-06-01T12:31:00,UPI,33697,ACC10193,Rohan Joshi,DTQGN2363S,1960-03-23,YESB,SBIN0716,acc10193@okyesb,EXT62386,Rohan Menon,,,HDFC,rohan@oksbin,KA,Bengaluru,Bengaluru,KA,IN,12.9716,77.5946,DEV-ACC10193,P0013,0,,,,SUCCESS
TX20260603001652,2026-06-03T08:22:00,RTGS,31842,ACC39119,Priya Joshi,NLRZI1835V,1963-02-27,UTIB,ICIC0489,acc39119@okindb,EXT26924,Mohan Bose,,,INDB,mohan@okyesb,HR,Faridabad,Faridabad,HR,IN,28.4089,77.3178,DEV-ACC39119,P0008,0,,,,SUCCESS
TX20260603001868,2026-06-03T20:56:00,UPI,4053,ACC74110,Aishwarya Pillai,AAGOO0560X,1978-11-22,INDB,AXIS0236,acc74110@okicic,EXT13983,Rohan Patel,,,UTIB,rohan@okyesb,TN,Coimbatore,Coimbatore,TN,IN,11.0168,76.9558,DEV-ACC74110,P0008,0,,,,SUCCESS
TX20260604001553,2026-06-04T00:36:00,UPI,27993,ACC36271,Neha Joshi,VPIKF3568Y,1991-09-19,KKBK,ICIC0948,acc36271@oksbin,EXT66295,Vivaan Gupta,,,ICIC,vivaan@okkkbk,DL,New Delhi,New Delhi,DL,IN,28.6139,77.209,DEV-ACC36271,P0006,0,,,,SUCCESS
TX20260603000326,2026-06-03T07:30:00,UPI,3172,PYR6_3,Rohan Das,PUGEJ7530G,1970-06-08,YESB,ICIC0186,pyr6_3@upi,MULE6,Rohan Verma,,,YESB,mule6@upi,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-PYR6_3,P0099,0,,,,SUCCESS
TX20260602000560,2026-06-02T08:00:00,SWIFT,1831810.62,ACCX604I,Karan Sharma,XJECC0604I,1959-07-12,BANK_A,HDFC0422,,BENE_986,Overseas Beneficiary,,,FOREIGN,,,,Mumbai,MH,IN,19.076,72.8777,DEV-ACCX604I,S0001_business,1,84.0936,21783.0,BENE_986,SUCCESS
TX20260603000010,2026-06-03T04:00:00,NEFT,233968,ACC08645,Aditya Joshi,ALLHS1032S,1997-08-28,HDFC,HDFC0971,acc08645@okkkbk,EXT16916,Suresh Nair,,,ICIC,suresh@okicic,HR,Faridabad,Faridabad,HR,IN,28.4089,77.3178,DEV-ACC08645,P0099,0,,,,SUCCESS
TX20260602000132,2026-06-02T11:00:00,UPI,7471,ACC21925,Aishwarya Gupta,AOFGB7321N,1955-05-02,AXIS,AXIS0285,acc21925@okutib,EXT41111,Vivaan Patel,,,UTIB,vivaan@okhdfc,TG,Hyderabad,Hyderabad,TG,IN,17.385,78.4867,DEV-ACC21925,P0099,0,,,,SUCCESS
TX20260601000335,2026-06-01T09:00:00,UPI,2987,PYR8_0,Sachin Bose,WOBUE0871S,1969-11-26,YESB,ICIC0489,pyr8_0@upi,MULE8,Kavya Das,,,PUNB,mule8@upi,MH,Mumbai,Mumbai,MH,IN,19.076,72.8777,DEV-PYR8_0,P0099,0,,,,SUCCESS
