account_id,pan,holder_name,dob,account_age_days,account_type,kyc_status,home_state,home_city,typical_device_id,avg_monthly_txn_count,avg_monthly_txn_value_inr,avg_tx_amount_inr,balance_inr,previous_flags,previous_strs,linked_accounts_count,occupation_category,is_pep,negative_news_flag,account_dormancy_days,onboarding_channel,is_registered_merchant,travel_profile,home_country
ACC68133,KEMVD1323B,Aditya Joshi,1968-02-05,2257,Savings,Full KYC,GJ,Surat,DEV-ACC68133,20,26643,5138,414259,0,0,2,Student,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC38523,TDCPS4197A,Aarav Reddy,1992-11-10,454,Savings,Full KYC,TG,Hyderabad,DEV-ACC38523,23,83469,13870,281187,0,0,0,Business,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC39119,NLRZI1835V,Priya Joshi,1963-02-27,545,Savings,Full KYC,HR,Faridabad,DEV-ACC39119,12,38201,5114,553686,0,0,2,Retired,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC96905,KNMZG6108I,Rohan Joshi,1972-05-06,1936,Savings,Full KYC,KA,Mysuru,DEV-ACC96905,24,76263,13656,475791,0,0,1,Student,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC74672,XAUAQ1381S,Mohan Nair,1995-07-17,2958,Savings,Full KYC,HR,Faridabad,DEV-ACC74672,17,21334,16786,477230,0,0,1,Student,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC38722,SMCYQ7692E,Suresh Menon,1978-04-18,1437,Savings,Full KYC,WB,Kolkata,DEV-ACC38722,36,19191,11790,457208,0,0,1,Retired,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC03694,YBEHQ0222P,Rohan Iyer,1996-08-13,3253,Savings,Full KYC,KA,Mysuru,DEV-ACC03694,9,13111,15070,453566,0,0,2,Business,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC25846,BGCNB2227H,Isha Singh,1974-11-13,842,Savings,Full KYC,GJ,Surat,DEV-ACC25846,8,77683,17547,320622,0,0,2,Self-Employed,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC68536,LTDUB8179D,Aishwarya Iyer,1997-09-28,3155,Savings,Full KYC,RJ,Jodhpur,DEV-ACC68536,22,42096,8201,136668,0,0,0,Student,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC60410,BNXRC3666B,Karan Bose,1962-06-05,712,Savings,Full KYC,WB,Kolkata,DEV-ACC60410,4,33020,16418,549708,0,0,0,Student,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC38144,SFQPS1807G,Mohan Rao,1975-09-17,1096,Savings,Full KYC,RJ,Jodhpur,DEV-ACC38144,10,36856,17551,319571,0,0,2,Salaried,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC69911,LZWCL6799I,Isha Nair,1999-09-02,1151,Savings,Full KYC,DL,New Delhi,DEV-ACC69911,12,88492,18952,226655,0,0,1,Business,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC66063,FRJWC4417V,Anjali Patel,1957-06-27,3019,Savings,Full KYC,TN,Chennai,DEV-ACC66063,13,28010,24227,496940,0,0,0,Business,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC38731,SMOYP7895U,Priya Pillai,1983-05-03,2052,Savings,Full KYC,TG,Hyderabad,DEV-ACC38731,11,13379,9441,185160,0,0,2,Self-Employed,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC42123,PBMIV4862C,Aarav Rao,1961-01-03,1776,Savings,Full KYC,RJ,Jodhpur,DEV-ACC42123,26,74084,11874,162893,0,0,1,Self-Employed,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC08732,UKKAZ2561C,Sachin Menon,1982-05-20,3478,Savings,Full KYC,HR,Faridabad,DEV-ACC08732,23,64726,13672,527882,0,0,1,Business,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC69266,IGGNF9550J,Isha Nair,1983-08-25,2514,Savings,Full KYC,KL,Kochi,DEV-ACC69266,8,86104,16890,550827,0,0,3,Student,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC25784,DYKQV4333Q,Rohan Nair,1994-08-04,2987,Savings,Full KYC,TN,Coimbatore,DEV-ACC25784,9,43120,13829,583890,0,0,1,Business,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC45139,MRTPE9489J,Aditya Rao,1976-09-12,3319,Savings,Full KYC,GJ,Surat,DEV-ACC45139,12,49627,20032,65044,0,0,3,Salaried,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC28770,CZTZH1767T,Aditya Singh,1967-03-26,1073,Savings,Full KYC,GJ,Surat,DEV-ACC28770,13,9979,24036,68162,0,0,0,Salaried,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC18797,KKHHA5715S,Ramesh Verma,1980-12-22,3015,Savings,Full KYC,TG,Hyderabad,DEV-ACC18797,11,17636,14549,413179,0,0,3,Retired,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC56998,SSCUA2693S,Suresh Sharma,1973-06-15,937,Savings,Full KYC,RJ,Jodhpur,DEV-ACC56998,10,16163,20211,140175,0,0,2,Salaried,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC97062,FRZAA9953P,Neha Khan,1992-12-25,1466,Savings,Full KYC,MH,Mumbai,DEV-ACC97062,29,85992,12112,181948,0,0,2,Student,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC90117,KPCKX9947F,Anjali Gupta,1983-02-10,3322,Savings,Full KYC,WB,Kolkata,DEV-ACC90117,16,30375,3667,553605,0,0,2,Self-Employed,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC11756,QZBRI3926C,Vivaan Bose,1987-06-06,3133,Savings,Full KYC,DL,New Delhi,DEV-ACC11756,20,30024,10559,169164,0,0,2,Salaried,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC40194,OIOJI8326R,Rohan Sharma,2002-11-26,2398,Savings,Full KYC,HR,Gurugram,DEV-ACC40194,6,40458,24938,398648,0,0,0,Business,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC98367,EMEWA7208T,Aishwarya Rao,1966-08-23,764,Savings,Full KYC,MH,Pune,DEV-ACC98367,15,21722,16585,433537,0,0,0,Salaried,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC79308,BSHED9825X,Rohan Gupta,1981-10-14,972,Savings,Full KYC,RJ,Jaipur,DEV-ACC79308,31,25517,6171,205269,0,0,3,Student,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC60350,PSDWH2751R,Anjali Bose,1958-04-07,1137,Savings,Full KYC,KA,Bengaluru,DEV-ACC60350,37,80814,16894,434264,0,0,1,Self-Employed,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC22218,SQDRX2370M,Sachin Sharma,1983-04-20,431,Savings,Full KYC,MH,Pune,DEV-ACC22218,9,17315,14622,543289,0,0,2,Self-Employed,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC99397,WCAXZ1062R,Priya Joshi,1969-08-24,3181,Savings,Full KYC,KA,Mysuru,DEV-ACC99397,14,54078,23436,333852,0,0,3,Retired,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC77965,ZMMIN0768R,Priya Verma,1973-02-20,3313,Savings,Full KYC,DL,New Delhi,DEV-ACC77965,10,13453,20677,579988,0,0,1,Student,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC97304,KPGOG8536B,Anjali Gupta,1992-06-14,1000,Savings,Full KYC,WB,Kolkata,DEV-ACC97304,37,84585,23620,431866,0,0,0,Retired,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC71137,RPTWB3484U,Aarav Verma,1983-06-06,607,Savings,Full KYC,HR,Gurugram,DEV-ACC71137,33,79740,21708,597932,0,0,1,Business,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC76080,CUOJC3756E,Aarav Das,1972-09-07,1403,Savings,Full KYC,TG,Hyderabad,DEV-ACC76080,25,82169,4048,359153,0,0,1,Business,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC66574,GVZJC3540H,Anjali Nair,1967-05-28,753,Savings,Full KYC,GJ,Surat,DEV-ACC66574,17,21490,18054,207624,0,0,3,Self-Employed,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC32564,TJIAT2964Z,Aishwarya Das,1955-07-14,1765,Savings,Full KYC,KA,Mysuru,DEV-ACC32564,19,46619,10239,519998,0,0,3,Self-Employed,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC22186,YGZSA8962L,Aarav Reddy,1974-07-16,2557,Savings,Full KYC,HR,Faridabad,DEV-ACC22186,6,35955,3369,144936,0,0,0,Retired,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC50505,YMUMO4384X,Aishwarya Patel,1993-05-02,2104,Savings,Full KYC,MH,Nagpur,DEV-ACC50505,11,49540,3385,428471,0,0,3,Student,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC87147,EKWKL5593W,Aarav Singh,1971-09-17,1599,Savings,Full KYC,TG,Hyderabad,DEV-ACC87147,6,64740,15120,433733,0,0,2,Self-Employed,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC53873,VUITI7595M,Aditya Rao,1984-12-27,2418,Savings,Full KYC,WB,Kolkata,DEV-ACC53873,14,19379,17238,465997,0,0,2,Retired,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC02557,JLBOI7065S,Rohan Iyer,1992-06-15,605,Savings,Full KYC,KA,Bengaluru,DEV-ACC02557,40,45786,4098,218877,0,0,0,Student,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC53341,HCDTE7388C,Karan Menon,1979-07-17,2178,Savings,Full KYC,HR,Gurugram,DEV-ACC53341,38,75759,3928,369549,0,0,2,Business,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC49797,TQMAC5852V,Ramesh Bose,1976-05-21,1081,Savings,Full KYC,GJ,Ahmedabad,DEV-ACC49797,39,28429,4918,376723,0,0,2,Business,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC20820,HSTJE3020L,Ramesh Verma,1978-11-16,1351,Savings,Full KYC,MH,Nagpur,DEV-ACC20820,5,43174,13847,257684,0,0,0,Business,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC26407,PLMIU3883L,Sachin Reddy,1988-07-04,593,Savings,Full KYC,DL,New Delhi,DEV-ACC26407,40,40084,10085,471629,0,0,2,Self-Employed,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC78665,PROWR7545K,Karan Bose,1996-05-11,3390,Savings,Full KYC,KA,Mangaluru,DEV-ACC78665,4,54644,8736,414412,0,0,2,Salaried,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC04223,FJJOU3987J,Aishwarya Das,1990-03-03,510,Savings,Full KYC,HR,Gurugram,DEV-ACC04223,8,61045,10797,57779,0,0,2,Retired,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC14799,QZQAA7279M,Kavya Rao,1964-09-07,401,Savings,Full KYC,MH,Pune,DEV-ACC14799,19,17648,23427,520708,0,0,3,Self-Employed,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC24796,TMMIC9875A,Sachin Verma,1962-02-04,512,Savings,Full KYC,GJ,Ahmedabad,DEV-ACC24796,39,55622,18575,490222,0,0,1,Salaried,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC84967,RVBHA8377U,Vivaan Reddy,1986-12-17,2081,Savings,Full KYC,TG,Hyderabad,DEV-ACC84967,40,69957,15272,284970,0,0,0,Self-Employed,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC12575,VIMOD9650Z,Mohan Singh,1987-06-28,2932,Savings,Full KYC,KA,Mysuru,DEV-ACC12575,27,78832,4281,280938,0,0,1,Salaried,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC87283,OLFYE5735R,Kavya Gupta,1955-10-27,1256,Savings,Full KYC,TG,Hyderabad,DEV-ACC87283,37,52811,19539,512999,0,0,2,Retired,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC66674,HAGHL9192O,Ramesh Das,1986-11-17,2688,Savings,Full KYC,MH,Nagpur,DEV-ACC66674,22,89504,15471,470128,0,0,3,Business,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC50858,KELHQ8612Z,Anjali Pillai,1973-07-07,787,Savings,Full KYC,HR,Faridabad,DEV-ACC50858,39,35988,14833,57991,0,0,2,Student,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC66735,KLZWC8525R,Rohan Das,1991-11-06,3000,Savings,Full KYC,RJ,Jodhpur,DEV-ACC66735,36,19560,23651,59710,0,0,1,Student,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC15148,TMLNI9001L,Suresh Das,1997-03-26,2509,Savings,Full KYC,TN,Coimbatore,DEV-ACC15148,8,81736,4414,60784,0,0,1,Business,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC90481,INOLO5786S,Neha Sharma,1986-04-19,3158,Savings,Full KYC,RJ,Jaipur,DEV-ACC90481,11,36601,24359,160174,0,0,2,Student,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC52927,CHWUO7100B,Sachin Reddy,1955-10-20,1426,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC52927,21,83022,10483,564279,0,0,3,Retired,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC95275,VRTAM7513J,Suresh Rao,1995-07-18,2823,Savings,Full KYC,DL,New Delhi,DEV-ACC95275,20,13850,14796,215388,0,0,2,Student,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC03944,MEPHU2750V,Rohan Pillai,2001-01-11,1735,Savings,Full KYC,GJ,Ahmedabad,DEV-ACC03944,9,51650,4491,571533,0,0,1,Student,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC69057,MNZKO0088L,Aarav Joshi,1983-07-15,827,Savings,Full KYC,KA,Mangaluru,DEV-ACC69057,35,25006,6673,89186,0,0,3,Self-Employed,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC33592,FXYDY8401J,Ramesh Khan,2000-08-03,755,Savings,Full KYC,TN,Chennai,DEV-ACC33592,33,34761,4028,197135,0,0,0,Salaried,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC82737,MIFSJ4306A,Isha Gupta,1961-10-05,1846,Savings,Full KYC,GJ,Ahmedabad,DEV-ACC82737,36,68387,19208,550575,0,0,2,Student,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC12397,ENHQA6501W,Karan Joshi,1989-06-03,1698,Savings,Full KYC,TN,Coimbatore,DEV-ACC12397,22,14854,17376,566161,0,0,3,Business,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC73410,VSDTT0512F,Suresh Khan,1997-11-03,2479,Savings,Full KYC,DL,New Delhi,DEV-ACC73410,33,52489,16987,247910,0,0,0,Salaried,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC83496,CEOJR9389G,Ramesh Iyer,1996-11-21,3053,Savings,Full KYC,TN,Chennai,DEV-ACC83496,22,35581,18890,169604,0,0,0,Business,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC76833,FFUYW7277S,Karan Menon,2000-08-10,1949,Savings,Full KYC,GJ,Surat,DEV-ACC76833,16,16587,11561,444567,0,0,2,Salaried,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC29846,EQJTV5240G,Kavya Pillai,1986-06-03,3330,Savings,Full KYC,TN,Chennai,DEV-ACC29846,24,72233,11396,188890,0,0,1,Salaried,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC74015,AVBOI0565Z,Ramesh Patel,1998-04-15,403,Savings,Full KYC,KL,Kochi,DEV-ACC74015,35,71855,15422,61322,0,0,1,Business,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC10391,ZQMLJ7884U,Neha Singh,1958-11-06,1117,Savings,Full KYC,KA,Mysuru,DEV-ACC10391,31,81379,5145,62606,0,0,2,Retired,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC29949,CIBNF0674D,Karan Verma,1969-08-07,963,Savings,Full KYC,MH,Nagpur,DEV-ACC29949,34,31009,8644,491494,0,0,2,Student,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC11373,XQWBZ1729B,Karan Iyer,1979-08-28,1323,Savings,Full KYC,KA,Mysuru,DEV-ACC11373,34,58394,12053,192658,0,0,2,Student,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC12327,YSQDJ7728J,Kavya Sharma,1967-09-02,1783,Savings,Full KYC,WB,Kolkata,DEV-ACC12327,35,59582,18254,257816,0,0,0,Salaried,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC77858,OAUXK9832Q,Neha Bose,1997-01-16,1163,Savings,Full KYC,DL,New Delhi,DEV-ACC77858,39,43710,16410,556005,0,0,3,Salaried,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC38595,KAJOD4367T,Priya Nair,1984-11-23,1227,Savings,Full KYC,DL,New Delhi,DEV-ACC38595,26,11767,9500,180711,0,0,3,Student,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC08255,RJHAV1702G,Suresh Verma,1963-09-14,2706,Savings,Full KYC,KA,Bengaluru,DEV-ACC08255,22,63230,23256,582530,0,0,0,Business,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC09269,ANBTB2032A,Suresh Khan,1959-08-25,1272,Savings,Full KYC,GJ,Ahmedabad,DEV-ACC09269,33,17473,11293,433122,0,0,3,Self-Employed,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC89038,RNQDA2317S,Aishwarya Iyer,1987-03-12,1515,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC89038,10,10251,13141,256373,0,0,2,Self-Employed,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC58508,RCWIM4513Z,Anjali Rao,1984-01-02,2077,Savings,Full KYC,RJ,Jaipur,DEV-ACC58508,24,75642,18758,193133,0,0,0,Self-Employed,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC36349,TTUPQ9570E,Priya Reddy,1994-03-02,805,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC36349,39,18416,13012,97295,0,0,0,Student,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC31318,RACKN7412A,Aarav Khan,1980-06-03,1132,Savings,Full KYC,GJ,Ahmedabad,DEV-ACC31318,22,55510,18050,291314,0,0,1,Retired,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC03587,RBWOQ5562T,Suresh Khan,1956-04-20,636,Savings,Full KYC,KL,Kochi,DEV-ACC03587,17,61857,6440,241483,0,0,1,Student,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC14570,GTCWH6966S,Aishwarya Das,1995-11-24,421,Savings,Full KYC,WB,Kolkata,DEV-ACC14570,14,54134,23202,164020,0,0,2,Retired,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC17032,YAMXF6856H,Aditya Verma,1977-04-03,3038,Savings,Full KYC,RJ,Jodhpur,DEV-ACC17032,28,25463,4523,362045,0,0,2,Retired,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC15991,YULDR8752M,Aarav Joshi,1986-06-08,2369,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC15991,25,20763,12197,141165,0,0,0,Student,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC98334,WYDYL1363Y,Rohan Das,2001-05-09,2498,Savings,Full KYC,MH,Mumbai,DEV-ACC98334,37,60887,5965,164311,0,0,2,Salaried,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC45874,LSAZW1868F,Aishwarya Sharma,1980-09-22,3279,Savings,Full KYC,DL,New Delhi,DEV-ACC45874,12,37332,5392,90587,0,0,1,Business,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC24914,SGGLV5948U,Priya Verma,1977-07-14,2222,Savings,Full KYC,GJ,Ahmedabad,DEV-ACC24914,9,13076,24357,477960,0,0,0,Salaried,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC27278,ETAIR4295B,Aishwarya Bose,1975-07-08,3212,Savings,Full KYC,TN,Chennai,DEV-ACC27278,22,77968,20795,289345,0,0,1,Student,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC88406,TQKNN0823T,Neha Singh,1992-11-05,1884,Savings,Full KYC,TG,Hyderabad,DEV-ACC88406,18,77016,12877,392805,0,0,3,Salaried,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC29526,CZBZM2953A,Aishwarya Menon,1993-09-15,966,Savings,Full KYC,MH,Pune,DEV-ACC29526,24,19386,22654,537214,0,0,3,Student,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC53276,FOTQB5612O,Priya Reddy,1995-09-13,2015,Savings,Full KYC,WB,Kolkata,DEV-ACC53276,13,37315,13015,457629,0,0,0,Salaried,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC69270,NGBDJ1036O,Ramesh Verma,1975-01-11,611,Savings,Full KYC,HR,Faridabad,DEV-ACC69270,14,26445,4951,374386,0,0,2,Retired,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC58366,YIEDI6068I,Kavya Rao,1995-10-17,3424,Savings,Full KYC,GJ,Ahmedabad,DEV-ACC58366,21,31491,17248,229834,0,0,2,Business,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC26072,BTDCA0957I,Vivaan Patel,1983-08-27,2143,Savings,Full KYC,GJ,Ahmedabad,DEV-ACC26072,15,44809,13693,526569,0,0,0,Retired,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC99059,VBAAO8903J,Ramesh Khan,1972-01-16,970,Savings,Full KYC,KA,Bengaluru,DEV-ACC99059,39,49280,15662,411447,0,0,0,Student,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC04163,SESRW3182G,Aarav Khan,1998-02-03,1944,Savings,Full KYC,RJ,Jaipur,DEV-ACC04163,23,29370,7596,325094,0,0,2,Student,No,No,5,Branch,False,DOMESTIC_STATIC,IN
ACC05789,VAQZX8390Y,Vivaan Patel,2002-07-25,1975,Savings,Full KYC,TG,Hyderabad,DEV-ACC05789,6,87570,19481,380915,0,0,1,Retired,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC75284,ENLDA2797O,Suresh Das,1989-05-10,1375,Savings,Full KYC,KA,Bengaluru,DEV-ACC75284,32,55563,9533,304946,0,0,2,Self-Employed,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC29782,KJAOJ9357Y,Aditya Das,2001-07-12,1888,Savings,Full KYC,MH,Mumbai,DEV-ACC29782,25,64364,6672,453491,0,0,1,Salaried,No,No,3,Branch,False,DOMESTIC_STATIC,IN
ACC96165,NRYBN2241L,Vivaan Das,1973-01-20,2051,Savings,Full KYC,WB,Kolkata,DEV-ACC96165,35,37696,6747,351451,0,0,0,Retired,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC41769,MEYJN7643C,Isha Nair,1992-07-26,1025,Savings,Full KYC,TN,Chennai,DEV-ACC41769,22,43995,12324,125021,0,0,1,Student,No,No,0,Branch,False,DOMESTIC_STATIC,IN
ACC12787,SRXGA9271O,Priya Reddy,1961-08-09,491,Savings,Full KYC,RJ,Jodhpur,DEV-ACC12787,4,22785,20376,382218,0,0,0,Self-Employed,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC65605,JLOQT7531B,Ramesh Joshi,1979-09-11,798,Savings,Full KYC,WB,Kolkata,DEV-ACC65605,31,56335,17655,301000,0,0,0,Self-Employed,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC75220,HVOHK0404E,Priya Nair,1975-01-07,905,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC75220,11,87526,24798,405626,0,0,2,Retired,No,No,1,Digital,False,DOMESTIC_STATIC,IN
ACC02919,FPSAW1879V,Kavya Reddy,1980-11-24,2399,Savings,Full KYC,TG,Hyderabad,DEV-ACC02919,7,64969,24087,121080,0,0,3,Business,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC59381,SBICV1140Y,Neha Verma,1973-12-19,2908,Savings,Full KYC,RJ,Jaipur,DEV-ACC59381,28,15043,10944,173860,0,0,1,Salaried,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC69628,TDWLJ8717O,Mohan Bose,1970-06-01,1939,Savings,Full KYC,DL,New Delhi,DEV-ACC69628,6,27335,23326,504404,0,0,1,Business,No,No,5,Digital,False,DOMESTIC_STATIC,IN
ACC18783,SGVIH4121G,Ramesh Joshi,1969-09-28,1194,Savings,Full KYC,WB,Kolkata,DEV-ACC18783,7,47754,19621,253074,0,0,0,Retired,No,No,0,Digital,False,DOMESTIC_STATIC,IN
ACC10026,YAPRG3748A,Sachin Gupta,1987-02-15,1061,Savings,Full KYC,TG,Hyderabad,DEV-ACC10026,29,13924,6746,213909,0,0,3,Self-Employed,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC49074,VNDGR2901Y,Anjali Sharma,1972-05-15,699,Savings,Full KYC,RJ,Jaipur,DEV-ACC49074,21,23856,23241,580882,0,0,0,Student,No,No,4,Digital,False,DOMESTIC_STATIC,IN
ACC17116,AAPWY8869K,Isha Pillai,1984-07-02,2931,Savings,Full KYC,HR,Gurugram,DEV-ACC17116,35,82314,13288,268780,0,0,0,Student,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC32565,LPFND6098H,Aishwarya Nair,1998-01-20,1410,Savings,Full KYC,RJ,Jaipur,DEV-ACC32565,17,27799,18229,527367,0,0,3,Student,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC12021,AKOYC6863J,Mohan Nair,1962-10-07,3011,Savings,Full KYC,MH,Nagpur,DEV-ACC12021,4,13011,5545,274038,0,0,0,Student,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC20897,XTJAK8373W,Rohan Iyer,1976-10-04,1503,Savings,Full KYC,KL,Kochi,DEV-ACC20897,30,11575,22033,263753,0,0,3,Business,No,No,3,Digital,False,DOMESTIC_STATIC,IN
ACC87548,NOPEZ6433W,Aarav Menon,1994-07-08,1655,Savings,Full KYC,GJ,Surat,DEV-ACC87548,38,63747,12999,358767,0,0,0,Salaried,No,No,2,Branch,False,DOMESTIC_STATIC,IN
ACC10136,JLSMA1518S,Aarav Verma,2000-12-22,3268,Savings,Full KYC,WB,Kolkata,DEV-ACC10136,12,16611,12278,306226,0,0,1,Retired,No,No,2,Digital,False,DOMESTIC_STATIC,IN
ACC18234,ALWMA7013B,Neha Sharma,1998-02-24,2626,Savings,Full KYC,KL,Thiruvananthapuram,DEV-ACC18234,13,38175,23274,336455,0,0,3,Student,No,No,1,Branch,False,DOMESTIC_STATIC,IN
ACC52218,QHGAG3804A,Aditya Gupta,1982-05-11,3175,Savings,Full KYC,TN,Chennai,DEV-ACC52218,11,45895,18210,180201,0,0,1,Self-Employed,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC34855,JHMCP7758C,Neha Nair,1993-04-15,3241,Savings,Full KYC,KA,Mysuru,DEV-ACC34855,4,79608,17417,390747,0,0,3,Retired,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC32210,OVRXV1823T,Aarav Verma,1958-08-20,2767,Savings,Full KYC,WB,Kolkata,DEV-ACC32210,23,62747,4936,252485,0,0,2,Salaried,No,No,4,Branch,False,DOMESTIC_STATIC,IN
ACC38270,ASQZH2855K,Vivaan Bose,1956-03-06,1872,Savings,Full KYC,WB,Kolkata,DEV-ACC38270,38,62485,11330,306875,0,0,1,Salaried,No,No,2,Branch,False,DOMESTIC_STATIC,IN
